Object/BB,Object/HSF,Object/LSF,Non-Object/LSF,Non-Object/HSF,Non-Object/BB,Time,Subject
9.5835,8.6565,5.5694,6.7362,6.0552,9.2732,251.95,8
9.6872,8.7047,5.7785,6.7842,6.3573,9.2686,253.91,8
9.7245,8.8186,5.8993,6.7519,6.6021,9.1287,255.86,8
9.6386,8.9163,5.9184,6.6261,6.7722,8.977,257.81,8
9.4181,8.9325,5.9054,6.4405,6.8943,8.8937,259.77,8
9.0876,8.8658,5.9154,6.2514,6.973,8.8108,261.72,8
8.7528,8.7584,5.9492,6.1072,7.0153,8.6942,263.67,8
8.4883,8.6551,6.0275,6.0327,7.0544,8.6099,265.63,8
8.2475,8.5995,6.1994,6.0268,7.1332,8.5744,267.58,8
8.0276,8.6153,6.4525,6.0409,7.2371,8.5496,269.53,8
7.922,8.6769,6.7005,6.0307,7.3028,8.5518,271.48,8
7.9556,8.7687,6.8875,6.0152,7.3371,8.6102,273.44,8
8.0283,8.9248,7.0305,6.0277,7.3797,8.6851,275.39,8
8.0252,9.1432,7.17,6.0811,7.3956,8.6954,277.34,8
7.9159,9.3201,7.3405,6.1762,7.3512,8.6028,279.3,8
7.7568,9.352,7.5365,6.2878,7.2853,8.4448,281.25,8
7.6108,9.2859,7.7232,6.3886,7.2543,8.2695,283.2,8
7.4801,9.2412,7.8525,6.4863,7.2828,8.1005,285.16,8
7.3337,9.233,7.8589,6.5597,7.3404,7.9465,287.11,8
7.1473,9.1999,7.7506,6.5514,7.3783,7.7825,289.06,8
6.9351,9.1502,7.6451,6.4832,7.4227,7.6024,291.02,8
6.7217,9.1142,7.6391,6.4305,7.5285,7.4562,292.97,8
6.4756,9.0222,7.7306,6.4167,7.6678,7.3548,294.92,8
6.1968,8.8519,7.8773,6.4253,7.7879,7.256,296.88,8
5.9597,8.7026,8.0248,6.4463,7.8728,7.1673,298.83,8
5.7846,8.6048,8.11,6.4939,7.8964,7.1348,300.78,8
5.612,8.5332,8.1103,6.5617,7.848,7.1528,302.73,8
5.4069,8.5321,8.0392,6.5683,7.781,7.1633,304.69,8
5.2064,8.6147,7.9089,6.4534,7.7424,7.1201,306.64,8
5.0634,8.6765,7.7594,6.2829,7.6912,7.0228,308.59,8
4.9846,8.6283,7.6655,6.1538,7.5694,6.9039,310.55,8
4.9357,8.4979,7.6576,6.0678,7.4312,6.7892,312.5,8
4.8864,8.3584,7.6435,5.9661,7.362,6.6469,314.45,8
4.8469,8.2771,7.51,5.8213,7.3107,6.3815,316.41,8
4.8343,8.2719,7.2699,5.6468,7.1614,5.9601,318.36,8
4.8348,8.2472,6.9885,5.479,6.8823,5.5201,320.31,8
4.8296,8.1261,6.7009,5.3641,6.5425,5.2153,322.27,8
4.8233,7.9537,6.4507,5.316,6.2689,5.0408,324.22,8
4.839,7.7792,6.277,5.3007,6.1333,4.9173,326.17,8
4.8696,7.5916,6.1641,5.2696,6.0651,4.8134,328.13,8
4.8771,7.383,6.0544,5.1953,5.9586,4.7239,330.08,8
4.8523,7.1836,5.8883,5.1007,5.7969,4.6443,332.03,8
4.8231,7.0182,5.6487,5.006,5.6186,4.5896,333.98,8
4.8181,6.8754,5.3697,4.8634,5.4443,4.5581,335.94,8
4.8356,6.717,5.1068,4.6561,5.252,4.514,337.89,8
4.8615,6.485,4.8723,4.4451,5.0458,4.4285,339.84,8
4.878,6.1326,4.6012,4.257,4.9105,4.3332,341.8,8
4.8628,5.7008,4.2624,4.076,4.8892,4.307,343.75,8
4.8051,5.3008,3.9082,3.9081,4.9054,4.3644,345.7,8
4.6961,4.9686,3.5779,3.7612,4.8852,4.4274,347.66,8
4.5566,4.6699,3.2759,3.6213,4.8475,4.4266,349.61,8
4.4229,4.418,3.0206,3.4841,4.842,4.3564,351.56,8
4.2874,4.2234,2.8319,3.3611,4.8523,4.2352,353.52,8
4.1372,4.091,2.699,3.2481,4.8172,4.1026,355.47,8
3.9944,4.0682,2.6118,3.1283,4.7521,4.0091,357.42,8
3.8725,4.1156,2.5673,2.9984,4.7127,3.9404,359.38,8
3.7344,4.1028,2.5404,2.8821,4.6774,3.8376,361.33,8
3.5345,3.9832,2.5014,2.7914,4.6005,3.6743,363.28,8
3.3113,3.7985,2.4479,2.6856,4.4854,3.4731,365.23,8
3.1407,3.5993,2.384,2.5469,4.3655,3.276,367.19,8
3.0109,3.4136,2.2706,2.4353,4.2716,3.0976,369.14,8
2.8749,3.2167,2.0682,2.4027,4.1983,2.9317,371.09,8
2.7371,2.9873,1.815,2.4085,4.1169,2.8017,373.05,8
2.6087,2.7356,1.5894,2.3713,4.0361,2.73,375,8
2.4828,2.4477,1.4263,2.2811,3.9798,2.6972,376.95,8
2.3702,2.1079,1.3099,2.1902,3.9154,2.7038,378.91,8
2.2805,1.7407,1.2384,2.1168,3.7999,2.769,380.86,8
2.1797,1.373,1.2532,2.04,3.6704,2.8551,382.81,8
2.0386,1.0286,1.3704,1.9577,3.601,2.8786,384.77,8
1.8632,0.74315,1.5293,1.8827,3.6001,2.7548,386.72,8
1.6498,0.55674,1.6564,1.7775,3.6002,2.4414,388.67,8
1.3971,0.49982,1.7295,1.5816,3.5383,2.0126,390.63,8
1.138,0.5341,1.749,1.3014,3.4251,1.6157,392.58,8
0.90066,0.54544,1.6911,0.98529,3.2909,1.3109,394.53,8
0.67432,0.47366,1.5432,0.69366,3.1111,1.0595,396.48,8
0.44223,0.38928,1.3539,0.50228,2.8695,0.85911,398.44,8
0.22705,0.34379,1.1934,0.41899,2.6035,0.73356,400.39,8
0.083397,0.28512,1.0967,0.36052,2.362,0.64266,402.34,8
0.039933,0.16549,1.0581,0.27526,2.1876,0.55093,404.3,8
0.05272,-0.030838,1.0343,0.20728,2.0945,0.4996,406.25,8
0.042425,-0.2834,0.96744,0.1706,2.0479,0.52513,408.2,8
-0.019032,-0.51949,0.83947,0.084451,1.9951,0.57253,410.16,8
-0.10688,-0.70295,0.67177,-0.096307,1.8961,0.57067,412.11,8
-0.21003,-0.85271,0.4943,-0.33163,1.7377,0.51871,414.06,8
-0.34469,-0.95205,0.32994,-0.56682,1.5444,0.44105,416.02,8
-0.50512,-0.97537,0.17165,-0.76104,1.3506,0.35112,417.97,8
-0.65538,-0.95168,0.003805,-0.87729,1.1702,0.2434,419.92,8
-0.7766,-0.90882,-0.17072,-0.90286,1.0078,0.096332,421.88,8
-0.88545,-0.85222,-0.35302,-0.87135,0.86533,-0.065826,423.83,8
-1.0033,-0.78887,-0.5351,-0.8035,0.74188,-0.15969,425.78,8
-1.1351,-0.7242,-0.68544,-0.68817,0.63981,-0.16302,427.73,8
-1.2734,-0.6539,-0.81145,-0.54683,0.55057,-0.15197,429.69,8
-1.4047,-0.55537,-0.96836,-0.42433,0.43044,-0.17638,431.64,8
-1.5211,-0.43113,-1.1714,-0.34693,0.23933,-0.22051,433.59,8
-1.6274,-0.32506,-1.3624,-0.33106,0.011149,-0.26703,435.55,8
-1.7381,-0.28098,-1.4747,-0.37216,-0.18217,-0.32304,437.5,8
-1.8593,-0.32744,-1.5278,-0.42457,-0.31024,-0.3934,439.45,8
-1.9799,-0.43967,-1.6159,-0.44675,-0.38353,-0.42725,441.41,8
-2.0867,-0.54985,-1.7755,-0.43063,-0.41818,-0.35743,443.36,8
-2.1767,-0.65098,-1.9763,-0.39322,-0.43752,-0.21725,445.31,8
-2.2693,-0.80202,-2.1738,-0.38183,-0.48751,-0.10228,447.27,8
-2.3798,-1.0294,-2.2881,-0.42485,-0.59099,-0.023584,449.22,8
-2.4707,-1.2811,-2.2858,-0.48114,-0.72777,0.048034,451.17,8
-2.505,-1.4766,-2.2185,-0.50344,-0.87614,0.06986,453.13,8
-2.5135,-1.5792,-2.1361,-0.51591,-1.0235,0.02226,455.08,8
-2.5606,-1.6303,-2.0835,-0.56471,-1.1593,-0.042471,457.03,8
-2.6812,-1.7238,-2.0813,-0.66047,-1.2852,-0.083918,458.98,8
-2.8326,-1.8809,-2.0768,-0.76736,-1.4001,-0.072752,460.94,8
-2.9485,-2.0162,-2.04,-0.82557,-1.4599,-0.015664,462.89,8
-3.0476,-2.1141,-2.048,-0.82217,-1.4156,-0.0098644,464.84,8
-3.171,-2.252,-2.1696,-0.7814,-1.3035,-0.12544,466.8,8
-3.2731,-2.4177,-2.3412,-0.7193,-1.2291,-0.30877,468.75,8
-3.308,-2.5247,-2.482,-0.61655,-1.2472,-0.4894,470.7,8
-3.3077,-2.5474,-2.6162,-0.44441,-1.3397,-0.62892,472.66,8
-3.3088,-2.5482,-2.7677,-0.24972,-1.4857,-0.67103,474.61,8
-3.3308,-2.6127,-2.8937,-0.12107,-1.6687,-0.61026,476.56,8
-3.4184,-2.7376,-2.9737,-0.096247,-1.8389,-0.53018,478.52,8
-3.5776,-2.8318,-3.0297,-0.15318,-1.9262,-0.49095,480.47,8
-3.7242,-2.8611,-3.0751,-0.2354,-1.9312,-0.49693,482.42,8
-3.7773,-2.8825,-3.0873,-0.29568,-1.9222,-0.54352,484.38,8
-3.7228,-2.9353,-3.0396,-0.34242,-1.9364,-0.60375,486.33,8
-3.5943,-3.0021,-2.976,-0.41044,-1.9799,-0.637,488.28,8
-3.4413,-3.0314,-2.9544,-0.50804,-2.0672,-0.64321,490.23,8
-3.3224,-3.008,-2.9654,-0.6286,-2.2065,-0.64988,492.19,8
-3.2847,-3.0012,-3.0013,-0.75398,-2.3737,-0.66887,494.14,8
-3.2841,-3.0602,-3.0929,-0.84328,-2.5196,-0.71022,496.09,8
-3.2507,-3.1445,-3.2351,-0.87618,-2.6028,-0.76345,498.05,8
-3.2233,-3.2317,-3.3513,-0.87871,-2.627,-0.77275,500,8
-3.2503,-3.3672,-3.378,-0.86721,-2.6276,-0.71885,501.95,8
-3.2802,-3.5515,-3.3325,-0.82477,-2.6451,-0.66229,503.91,8
-3.2512,-3.7312,-3.2531,-0.76572,-2.7268,-0.65174,505.86,8
-3.1672,-3.8793,-3.1655,-0.74346,-2.8681,-0.6571,507.81,8
-3.0561,-3.9845,-3.0954,-0.76605,-2.9616,-0.64256,509.77,8
-2.929,-4.0395,-3.0541,-0.79948,-2.904,-0.63407,511.72,8
-2.803,-4.0858,-3.0543,-0.84103,-2.7106,-0.65063,513.67,8
-2.7072,-4.1996,-3.1218,-0.9057,-2.4705,-0.67426,515.63,8
-2.6903,-4.3916,-3.2875,-0.9917,-2.2797,-0.71392,517.58,8
-2.7856,-4.5952,-3.53,-1.0687,-2.1946,-0.77619,519.53,8
-2.9247,-4.7657,-3.7464,-1.098,-2.1841,-0.80797,521.48,8
-3.0265,-4.8965,-3.8868,-1.0968,-2.1959,-0.77604,523.44,8
-3.1178,-4.9677,-3.9985,-1.1012,-2.2144,-0.71387,525.39,8
-3.2338,-4.9945,-4.0977,-1.0991,-2.2191,-0.6637,527.34,8
-3.3406,-5.0379,-4.1685,-1.0938,-2.202,-0.68914,529.3,8
-3.4265,-5.1054,-4.2383,-1.1218,-2.1996,-0.82925,531.25,8
-3.5268,-5.1693,-4.3326,-1.1616,-2.2173,-1.0097,533.2,8
-3.6058,-5.2074,-4.4167,-1.168,-2.2142,-1.1349,535.16,8
-3.5868,-5.1965,-4.4589,-1.1715,-2.1944,-1.1752,537.11,8
-3.4937,-5.1598,-4.5032,-1.2251,-2.1804,-1.1274,539.06,8
-3.4163,-5.1779,-4.6236,-1.3329,-2.1487,-1.0237,541.02,8
-3.4244,-5.2635,-4.8029,-1.4644,-2.0856,-0.95511,542.97,8
-3.5368,-5.2988,-4.9242,-1.5573,-2.0237,-0.95826,544.92,8
-3.7182,-5.2167,-4.9308,-1.5661,-1.9827,-0.97288,546.88,8
-3.9024,-5.0996,-4.8922,-1.5039,-1.9617,-0.96071,548.83,8
-4.01,-5.0399,-4.879,-1.379,-1.9583,-0.95013,550.78,8
-4.0346,-5.0672,-4.8974,-1.212,-1.9368,-0.99384,552.73,8
-4.0715,-5.1815,-4.9645,-1.0751,-1.8812,-1.0941,554.69,8
-4.1736,-5.3624,-5.1187,-0.99435,-1.8301,-1.201,556.64,8
-4.2987,-5.5525,-5.3485,-0.94956,-1.8131,-1.289,558.59,8
-4.4013,-5.6773,-5.5979,-0.9205,-1.8517,-1.3735,560.55,8
-4.464,-5.6983,-5.8028,-0.8696,-1.9761,-1.4799,562.5,8
-4.4993,-5.6371,-5.938,-0.79171,-2.1614,-1.6066,564.45,8
-4.5871,-5.5678,-6.0425,-0.71816,-2.321,-1.7608,566.41,8
-4.7973,-5.5569,-6.126,-0.69576,-2.3948,-1.9772,568.36,8
-5.1172,-5.593,-6.1565,-0.78316,-2.3987,-2.2379,570.31,8
-5.5018,-5.652,-6.1467,-0.96879,-2.4041,-2.4598,572.27,8
-5.8635,-5.7677,-6.1382,-1.1706,-2.4925,-2.5637,574.22,8
-6.0985,-5.9468,-6.157,-1.3588,-2.7149,-2.5307,576.17,8
-6.1941,-6.1353,-6.195,-1.5302,-3.0569,-2.4244,578.13,8
-6.2154,-6.2859,-6.2355,-1.6321,-3.4142,-2.3132,580.08,8
-6.2212,-6.3596,-6.3184,-1.6486,-3.6825,-2.1961,582.03,8
-6.2634,-6.3459,-6.508,-1.6174,-3.8735,-2.1131,583.98,8
-6.3777,-6.2942,-6.7956,-1.5649,-4.0414,-2.1669,585.94,8
-6.5386,-6.2736,-7.0909,-1.5179,-4.1533,-2.3702,587.89,8
-6.6465,-6.3154,-7.295,-1.4763,-4.1208,-2.6202,589.84,8
-6.5959,-6.3822,-7.3606,-1.3943,-3.8727,-2.7792,591.8,8
-6.3981,-6.4338,-7.3024,-1.2661,-3.4076,-2.8044,593.75,8
-6.1593,-6.4699,-7.1792,-1.1462,-2.8408,-2.7805,595.7,8
-5.9459,-6.4897,-7.0433,-1.0667,-2.298,-2.7645,597.66,8
0.62192,1.6781,0.66813,0.8375,0.52332,1.5457,-199.22,9
0.60346,1.6117,0.68523,0.71714,0.45644,1.6094,-197.27,9
0.57168,1.5279,0.69851,0.61459,0.36529,1.6477,-195.31,9
0.52527,1.4367,0.69716,0.54992,0.25546,1.6613,-193.36,9
0.49025,1.3595,0.67768,0.52038,0.15131,1.6617,-191.41,9
0.49173,1.2871,0.64518,0.51057,0.082205,1.6517,-189.45,9
0.50893,1.195,0.60699,0.50596,0.063669,1.6308,-187.5,9
0.49549,1.088,0.57348,0.49058,0.074557,1.6101,-185.55,9
0.43693,0.97605,0.54808,0.4601,0.078644,1.6029,-183.59,9
0.35865,0.85222,0.52966,0.42538,0.066385,1.6058,-181.64,9
0.28958,0.70857,0.52401,0.40368,0.050922,1.5982,-179.69,9
0.24815,0.54297,0.5337,0.40254,0.042028,1.5572,-177.73,9
0.24665,0.36802,0.55103,0.41041,0.038605,1.4792,-175.78,9
0.28359,0.20186,0.57202,0.40535,0.036359,1.3822,-173.83,9
0.33929,0.05921,0.60045,0.37403,0.035967,1.2787,-171.88,9
0.38717,-0.035767,0.64301,0.32489,0.049595,1.1826,-169.92,9
0.41498,-0.075602,0.69835,0.27492,0.099911,1.1143,-167.97,9
0.43555,-0.093121,0.73722,0.23389,0.19023,1.0681,-166.02,9
0.46792,-0.11985,0.72704,0.20203,0.29169,1.0269,-164.06,9
0.51006,-0.15232,0.68034,0.17307,0.38393,0.99334,-162.11,9
0.54397,-0.17622,0.63927,0.14441,0.46915,0.96609,-160.16,9
0.55857,-0.18448,0.61907,0.12487,0.54671,0.93251,-158.2,9
0.54611,-0.17183,0.59985,0.12876,0.61297,0.89497,-156.25,9
0.50244,-0.13953,0.56958,0.15284,0.66558,0.87329,-154.3,9
0.44646,-0.095684,0.54047,0.17316,0.69789,0.88164,-152.34,9
0.40286,-0.048245,0.51946,0.17588,0.70185,0.91284,-150.39,9
0.36891,0.0061228,0.49914,0.1577,0.67492,0.94591,-148.44,9
0.33262,0.07977,0.48519,0.11805,0.634,0.96353,-146.48,9
0.30227,0.17391,0.49585,0.071883,0.60276,0.95736,-144.53,9
0.289,0.26597,0.53358,0.034886,0.58389,0.92899,-142.58,9
0.28224,0.32775,0.57573,0.0074268,0.57171,0.89288,-140.63,9
0.2675,0.34988,0.59083,-0.019915,0.57212,0.86285,-138.67,9
0.25858,0.33542,0.56108,-0.054411,0.59686,0.84192,-136.72,9
0.29371,0.29915,0.49131,-0.0847,0.64829,0.83402,-134.77,9
0.39222,0.26192,0.40054,-0.081711,0.71835,0.84454,-132.81,9
0.53482,0.22397,0.29653,-0.026014,0.80115,0.8697,-130.86,9
0.69369,0.17667,0.17667,0.064986,0.89021,0.89853,-128.91,9
0.83853,0.13223,0.054888,0.14634,0.97275,0.92562,-126.95,9
0.93534,0.10813,-0.049421,0.18572,1.0415,0.95834,-125,9
0.98325,0.10532,-0.13389,0.17323,1.1024,0.99095,-123.05,9
1.0086,0.11849,-0.20782,0.10331,1.1577,0.99294,-121.09,9
1.0159,0.14859,-0.27802,-0.016946,1.2007,0.94796,-119.14,9
0.99195,0.18913,-0.33742,-0.15238,1.2292,0.8684,-117.19,9
0.94236,0.21058,-0.37496,-0.2561,1.2373,0.77216,-115.23,9
0.88976,0.19955,-0.39546,-0.30981,1.2077,0.66743,-113.28,9
0.85687,0.18833,-0.40627,-0.3388,1.1435,0.55611,-111.33,9
0.84884,0.19908,-0.40383,-0.37423,1.0777,0.44819,-109.38,9
0.83829,0.21645,-0.39253,-0.4215,1.0344,0.35602,-107.42,9
0.80415,0.23385,-0.38386,-0.46787,1.0109,0.27306,-105.47,9
0.76965,0.25617,-0.38851,-0.50551,0.98336,0.18408,-103.52,9
0.75418,0.26767,-0.41524,-0.54529,0.91982,0.088184,-101.56,9
0.72913,0.24908,-0.44382,-0.60472,0.82025,-0.013623,-99.609,9
0.65303,0.20526,-0.43394,-0.69176,0.71769,-0.12209,-97.656,9
0.52685,0.15743,-0.38154,-0.79355,0.62693,-0.2159,-95.703,9
0.39463,0.12797,-0.3207,-0.87665,0.54149,-0.27195,-93.75,9
0.29372,0.1255,-0.27992,-0.91872,0.45842,-0.30574,-91.797,9
0.22139,0.14538,-0.26157,-0.93207,0.36836,-0.35258,-89.844,9
0.15495,0.19142,-0.24641,-0.93608,0.26898,-0.42113,-87.891,9
0.08539,0.26157,-0.2178,-0.93067,0.18052,-0.49599,-85.938,9
0.014345,0.32885,-0.16716,-0.91264,0.11991,-0.57202,-83.984,9
-0.053025,0.36217,-0.097517,-0.88456,0.086811,-0.65293,-82.031,9
-0.1129,0.33576,-0.046677,-0.83683,0.061321,-0.73058,-80.078,9
-0.17536,0.24443,-0.048259,-0.75577,0.00209,-0.79766,-78.125,9
-0.24852,0.12949,-0.078155,-0.64542,-0.11441,-0.8586,-76.172,9
-0.32162,0.044403,-0.092761,-0.52276,-0.25872,-0.90908,-74.219,9
-0.37359,0.0042124,-0.076021,-0.40789,-0.3902,-0.94249,-72.266,9
-0.38966,0.00058312,-0.024871,-0.30818,-0.50554,-0.97072,-70.313,9
-0.38006,0.028841,0.056639,-0.21458,-0.61225,-1.0036,-68.359,9
-0.37728,0.074731,0.14787,-0.12404,-0.69495,-1.0341,-66.406,9
-0.39942,0.10771,0.22679,-0.035422,-0.73824,-1.0555,-64.453,9
-0.44105,0.10192,0.28579,0.059437,-0.75361,-1.0745,-62.5,9
-0.49542,0.057884,0.32752,0.15865,-0.77048,-1.1012,-60.547,9
-0.55455,-0.0037898,0.35499,0.24794,-0.81306,-1.1285,-58.594,9
-0.62166,-0.070598,0.36469,0.31267,-0.88474,-1.1375,-56.641,9
-0.71837,-0.14418,0.3467,0.34185,-0.96862,-1.1231,-54.688,9
-0.83633,-0.22195,0.29997,0.34008,-1.0472,-1.0953,-52.734,9
-0.93038,-0.28784,0.2319,0.34053,-1.1082,-1.0717,-50.781,9
-0.97643,-0.33009,0.14876,0.37411,-1.1389,-1.0704,-48.828,9
-0.98649,-0.35473,0.063183,0.43635,-1.1477,-1.0928,-46.875,9
-0.9801,-0.37485,-0.020056,0.51092,-1.163,-1.1265,-44.922,9
-0.96458,-0.40302,-0.12055,0.58435,-1.2023,-1.173,-42.969,9
-0.94401,-0.44434,-0.25144,0.63742,-1.2542,-1.2373,-41.016,9
-0.9301,-0.48868,-0.38656,0.663,-1.287,-1.2987,-39.063,9
-0.9315,-0.51969,-0.4895,0.67164,-1.2885,-1.3291,-37.109,9
-0.95425,-0.54461,-0.54992,0.6731,-1.274,-1.3208,-35.156,9
-0.99456,-0.59971,-0.57924,0.66594,-1.2456,-1.2931,-33.203,9
-1.0241,-0.69976,-0.59819,0.64654,-1.1997,-1.2842,-31.25,9
-1.0237,-0.81641,-0.6132,0.62312,-1.1501,-1.3145,-29.297,9
-1.0098,-0.9207,-0.61086,0.59748,-1.1134,-1.3705,-27.344,9
-1.003,-1.0089,-0.60141,0.55387,-1.0948,-1.4322,-25.391,9
-1.0055,-1.0845,-0.62268,0.48328,-1.0842,-1.4814,-23.438,9
-1.0082,-1.1493,-0.68753,0.39057,-1.0598,-1.5009,-21.484,9
-1.0019,-1.2075,-0.783,0.27526,-1.0058,-1.4936,-19.531,9
-0.98492,-1.2495,-0.89515,0.1232,-0.92322,-1.4765,-17.578,9
-0.96081,-1.2544,-1.001,-0.069433,-0.82358,-1.4628,-15.625,9
-0.93506,-1.2209,-1.0769,-0.27925,-0.71998,-1.4602,-13.672,9
-0.90692,-1.1603,-1.1216,-0.47665,-0.61569,-1.4646,-11.719,9
-0.87424,-1.0827,-1.1525,-0.64323,-0.51177,-1.4716,-9.7656,9
-0.85064,-1.0174,-1.1842,-0.77315,-0.43478,-1.4853,-7.8125,9
-0.85023,-0.99298,-1.2084,-0.86958,-0.40583,-1.5005,-5.8594,9
-0.85973,-0.99396,-1.2129,-0.93594,-0.4008,-1.5075,-3.9063,9
-0.86255,-0.98885,-1.2207,-0.97003,-0.38995,-1.5136,-1.9531,9
-0.87171,-0.96555,-1.2627,-0.97108,-0.36573,-1.5306,0,9
-0.8988,-0.93153,-1.3277,-0.95462,-0.32167,-1.5515,1.9531,9
-0.93204,-0.90964,-1.3855,-0.94315,-0.25138,-1.565,3.9063,9
-0.96278,-0.91492,-1.4242,-0.94745,-0.16233,-1.5749,5.8594,9
-0.99302,-0.9372,-1.4469,-0.97496,-0.073356,-1.5917,7.8125,9
-1.0177,-0.95499,-1.4551,-1.0367,-0.0049755,-1.6147,9.7656,9
-1.0222,-0.94825,-1.4494,-1.1316,0.034893,-1.6325,11.719,9
-1.0089,-0.90445,-1.4437,-1.2385,0.053699,-1.6404,13.672,9
-1.0059,-0.83441,-1.4499,-1.3365,0.052231,-1.6449,15.625,9
-1.047,-0.76955,-1.4643,-1.4149,0.029641,-1.6545,17.578,9
-1.1442,-0.72484,-1.4843,-1.4617,0.0045904,-1.6765,19.531,9
-1.2668,-0.6857,-1.5027,-1.4832,0.0023291,-1.7101,21.484,9
-1.3605,-0.63661,-1.5003,-1.5146,0.024918,-1.7402,23.438,9
-1.391,-0.57888,-1.4727,-1.5843,0.038852,-1.7549,25.391,9
-1.3864,-0.52408,-1.4421,-1.6906,0.0091697,-1.7631,27.344,9
-1.3971,-0.48774,-1.429,-1.7998,-0.062703,-1.7785,29.297,9
-1.4129,-0.48451,-1.4205,-1.8613,-0.15703,-1.7999,31.25,9
-1.4057,-0.51578,-1.3872,-1.8485,-0.2546,-1.818,33.203,9
-1.3782,-0.56576,-1.3332,-1.7821,-0.3282,-1.8248,35.156,9
-1.3351,-0.62001,-1.2961,-1.7087,-0.35789,-1.8182,37.109,9
-1.2776,-0.67788,-1.3034,-1.6546,-0.34636,-1.8089,39.063,9
-1.2041,-0.73797,-1.3503,-1.6108,-0.30544,-1.8135,41.016,9
-1.1098,-0.78952,-1.4165,-1.5575,-0.24489,-1.8338,42.969,9
-1.0109,-0.82756,-1.4846,-1.4854,-0.18491,-1.8542,44.922,9
-0.93721,-0.86304,-1.5385,-1.4075,-0.16197,-1.863,46.875,9
-0.89902,-0.91449,-1.5675,-1.3486,-0.19666,-1.8598,48.828,9
-0.8837,-0.9872,-1.5677,-1.3223,-0.27946,-1.8518,50.781,9
-0.87085,-1.0527,-1.5411,-1.3212,-0.38149,-1.8392,52.734,9
-0.84578,-1.0689,-1.5052,-1.3224,-0.46924,-1.8093,54.688,9
-0.80712,-1.0273,-1.4785,-1.3054,-0.53826,-1.7635,56.641,9
-0.76464,-0.95948,-1.4614,-1.271,-0.60902,-1.717,58.594,9
-0.74166,-0.90335,-1.4559,-1.2495,-0.69232,-1.6782,60.547,9
-0.76431,-0.87863,-1.474,-1.2955,-0.7966,-1.655,62.5,9
-0.82715,-0.88465,-1.5176,-1.4515,-0.93508,-1.6496,64.453,9
-0.9051,-0.90583,-1.5796,-1.6861,-1.0946,-1.6486,66.406,9
-0.99013,-0.92422,-1.6533,-1.904,-1.2353,-1.6327,68.359,9
-1.0668,-0.93581,-1.7181,-2.0271,-1.3254,-1.5808,70.313,9
-1.0981,-0.94207,-1.7342,-2.0276,-1.3504,-1.4799,72.266,9
-1.0683,-0.93278,-1.6802,-1.9204,-1.3052,-1.3376,74.219,9
-0.98123,-0.89754,-1.5662,-1.7454,-1.1888,-1.1709,76.172,9
-0.83144,-0.83524,-1.4185,-1.5375,-1.0024,-0.98731,78.125,9
-0.62012,-0.73885,-1.2715,-1.321,-0.75935,-0.79227,80.078,9
-0.38114,-0.58809,-1.1392,-1.1193,-0.48537,-0.59545,82.031,9
-0.16581,-0.37215,-1.0062,-0.94568,-0.20318,-0.39597,83.984,9
0.0025212,-0.10239,-0.85244,-0.78779,0.075514,-0.17743,85.938,9
0.14926,0.21023,-0.67711,-0.61774,0.3554,0.078173,87.891,9
0.31077,0.55918,-0.49161,-0.42021,0.64074,0.36256,89.844,9
0.49053,0.92736,-0.29023,-0.20034,0.91279,0.63509,91.797,9
0.6839,1.2863,-0.064844,0.042353,1.1544,0.87371,93.75,9
0.90211,1.6236,0.17295,0.32532,1.3801,1.1051,95.703,9
1.141,1.9598,0.40862,0.64676,1.6135,1.3629,97.656,9
1.3848,2.2945,0.62943,0.96871,1.8494,1.6485,99.609,9
1.6272,2.5803,0.82534,1.2463,2.0606,1.9292,101.56,9
1.863,2.7863,0.99842,1.4548,2.2289,2.1721,103.52,9
2.0951,2.9369,1.1624,1.5975,2.3578,2.3805,105.47,9
2.3319,3.0768,1.3368,1.6914,2.4585,2.5731,107.42,9
2.5637,3.2134,1.5293,1.7581,2.5363,2.7343,109.38,9
2.7658,3.3119,1.7275,1.8229,2.5987,2.8255,111.33,9
2.9243,3.3459,1.9222,1.8897,2.6541,2.8426,113.28,9
3.0473,3.3303,2.1093,1.9322,2.6922,2.8215,115.23,9
3.1446,3.3005,2.2765,1.9369,2.6985,2.7953,117.19,9
3.2195,3.2785,2.4101,1.9213,2.6818,2.7781,119.14,9
3.2826,3.2657,2.5031,1.8921,2.6547,2.7655,121.09,9
3.346,3.2568,2.5659,1.8332,2.6173,2.7403,123.05,9
3.4096,3.2458,2.6283,1.7413,2.5681,2.6988,125,9
3.4619,3.2219,2.7052,1.626,2.5089,2.6531,126.95,9
3.4928,3.1689,2.7744,1.5001,2.4477,2.6076,128.91,9
3.4932,3.0746,2.8129,1.3864,2.3936,2.5551,130.86,9
3.4478,2.9288,2.8219,1.2949,2.3447,2.4852,132.81,9
3.3532,2.7282,2.809,1.2012,2.2914,2.3974,134.77,9
3.2329,2.4812,2.775,1.0708,2.2197,2.3047,136.72,9
3.1176,2.1922,2.7146,0.88594,2.113,2.2038,138.67,9
3.0199,1.8651,2.6218,0.63451,1.9744,2.075,140.63,9
2.9183,1.5247,2.4786,0.30233,1.8205,1.9186,142.58,9
2.7672,1.2129,2.2574,-0.10896,1.6528,1.7482,144.53,9
2.5482,0.95361,1.9627,-0.56617,1.4719,1.5674,146.48,9
2.2936,0.73578,1.6352,-1.0246,1.2922,1.3651,148.44,9
